Nama Merchant;Tanggal Transaksi;Nomor Transaksi;Nominal Transaksi;Tip;Harga;Total Terbayar;MDR;Tipe QR;Terminal;Issuer;Nomor Tagihan;No. Referensi Tagihan;Status;Status Pelimpahan Dana
Warung FIFGROUP 2;2026-05-06 16:12:12;INV/QRM/4B1VJ6/260506/3GE42Z1F;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 16:10:16;INV/QRM/4B1VJ6/260506/3G8O68EO;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 16:08:22;INV/QRM/4B1VJ6/260506/3G3AF3K4;15000;0;15000;15000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 15:59:59;INV/QRM/4B1VJ6/260506/3CC70P2I;219000;0;219000;219000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 14:51:26;INV/QRM/4B1VJ6/260506/33ZARU0M;18000;0;18000;18000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 14:28:58;INV/QRM/4B1VJ6/260506/328A9CFD;2500;0;2500;2500;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 14:10:07;INV/QRM/4B1VJ6/260506/30SVZLAU;4000;0;4000;4000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 13:58:12;INV/QRM/4B1VJ6/260506/2WSK73CM;40000;0;40000;40000;0;STATIC;A001;DIGITAL_BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 13:48:05;INV/QRM/4B1VJ6/260506/2W0LLBS6;44000;0;44000;44000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 13:33:27;INV/QRM/4B1VJ6/260506/2UVJI5G2;11000;0;11000;11000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 13:30:33;INV/QRM/4B1VJ6/260506/2UNDP933;46000;0;46000;46000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 12:17:43;INV/QRM/4B1VJ6/260506/2LXROQBC;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 12:08:02;INV/QRM/4B1VJ6/260506/2L7M85G4;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 12:02:44;INV/QRM/4B1VJ6/260506/2KS4JUMW;15000;0;15000;15000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 11:59:05;INV/QRM/4B1VJ6/260506/2HFLVHIL;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 11:44:34;INV/QRM/4B1VJ6/260506/2GAQG1RK;10000;0;10000;10000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 11:38:47;INV/QRM/4B1VJ6/260506/2FUFM1NG;10000;0;10000;10000;0;STATIC;A001;OVO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 11:34:24;INV/QRM/4B1VJ6/260506/2FIO44AK;16500;0;16500;16500;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 11:12:16;INV/QRM/4B1VJ6/260506/2DTCFQAL;2000;0;2000;2000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 10:08:04;INV/QRM/4B1VJ6/260506/25S4EDIH;10000;0;10000;10000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-06 09:47:53;INV/QRM/4B1VJ6/260506/21411FS5;2500;0;2500;2500;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 17:39:05;INV/QRM/4B1VJ6/260505/3Q6PP1L6;5000;0;5000;5000;0;STATIC;A001;GOPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 17:38:28;INV/QRM/4B1VJ6/260505/3Q4K2HHL;5000;0;5000;5000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 16:20:52;INV/QRM/4B1VJ6/260505/3H1GOTN6;21000;0;21000;21000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 16:18:25;INV/QRM/4B1VJ6/260505/3GV5D3ED;5000;0;5000;5000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 15:43:27;INV/QRM/4B1VJ6/260505/3B2VSNJY;4000;0;4000;4000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 15:24:39;INV/QRM/4B1VJ6/260505/39MFTS31;5000;0;5000;5000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 13:27:04;INV/QRM/4B1VJ6/260505/2UE8VALO;5000;0;5000;5000;0;STATIC;A001;GOPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-05 13:24:28;INV/QRM/4B1VJ6/260505/2U6KTOSA;5000;0;5000;5000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 17:52:55;INV/QRM/4B1VJ6/260504/3R87QCRO;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 15:55:01;INV/QRM/4B1VJ6/260504/3BZHCT69;20500;0;20500;20500;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 15:17:52;INV/QRM/4B1VJ6/260504/393CG6U9;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 15:07:21;INV/QRM/4B1VJ6/260504/38APS6BC;5000;0;5000;5000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 14:28:59;INV/QRM/4B1VJ6/260504/328BBU0X;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 13:26:54;INV/QRM/4B1VJ6/260504/2UCUKQ2P;2500;0;2500;2500;0;STATIC;A001;MANDIRI;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 13:24:37;INV/QRM/4B1VJ6/260504/2U6TY3NS;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 13:23:48;INV/QRM/4B1VJ6/260504/2U4CX9X5;18000;0;18000;18000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 13:22:34;INV/QRM/4B1VJ6/260504/2U169HLA;5000;0;5000;5000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 11:46:41;INV/QRM/4B1VJ6/260504/2GGHCFDY;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-05-04 10:45:38;INV/QRM/4B1VJ6/260504/28NUWV0W;5000;0;5000;5000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 15:39:15;INV/QRM/4B1VJ6/260430/3ARFMGIY;6500;0;6500;6500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 14:32:47;INV/QRM/4B1VJ6/260430/32J3N3K7;21000;0;21000;21000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 14:07:59;INV/QRM/4B1VJ6/260430/30LZA92H;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 14:06:42;INV/QRM/4B1VJ6/260430/30IQBZTC;5000;0;5000;5000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 14:02:52;INV/QRM/4B1VJ6/260430/307W087P;15000;0;15000;15000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 14:00:16;INV/QRM/4B1VJ6/260430/301CS7K9;21000;0;21000;21000;0;STATIC;A001;GOPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 13:27:46;INV/QRM/4B1VJ6/260430/2UFEYDCZ;38000;0;38000;38000;0;STATIC;A001;DIGITAL_BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 13:18:44;INV/QRM/4B1VJ6/260430/2TQC9U0Y;23000;0;23000;23000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 12:43:42;INV/QRM/4B1VJ6/260430/2NXYEBFR;2500;0;2500;2500;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 12:40:50;INV/QRM/4B1VJ6/260430/2NPUUZMA;36000;0;36000;36000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 12:34:08;INV/QRM/4B1VJ6/260430/2N80WR7M;23000;0;23000;23000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 12:04:47;INV/QRM/4B1VJ6/260430/2KXRU2SH;5000;0;5000;5000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:44:55;INV/QRM/4B1VJ6/260430/2GBBY71X;23000;0;23000;23000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:32:12;INV/QRM/4B1VJ6/260430/2FCSEAQH;500;0;500;500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:31:55;INV/QRM/4B1VJ6/260430/2FB7UKFB;2000;0;2000;2000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:21:40;INV/QRM/4B1VJ6/260430/2EJ0SUFC;21000;0;21000;21000;0;STATIC;A001;OVO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:19:42;INV/QRM/4B1VJ6/260430/2EDIA44F;5000;0;5000;5000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:18:10;INV/QRM/4B1VJ6/260430/2E9UK0U6;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 11:17:21;INV/QRM/4B1VJ6/260430/2E7DBCQS;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:59:58;INV/QRM/4B1VJ6/260430/29RA3SF6;15000;0;15000;15000;0;STATIC;A001;SEABANK;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:58:12;INV/QRM/4B1VJ6/260430/29N8AZHK;46000;0;46000;46000;0;STATIC;A001;CIMB;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:57:19;INV/QRM/4B1VJ6/260430/29KNHF9U;15000;0;15000;15000;0;STATIC;A001;BANK_JAGO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:55:26;INV/QRM/4B1VJ6/260430/29FA1JQK;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:54:11;INV/QRM/4B1VJ6/260430/29C3CKB9;35000;0;35000;35000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:52:25;INV/QRM/4B1VJ6/260430/296XXS9C;23000;0;23000;23000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:49:01;INV/QRM/4B1VJ6/260430/28XXDJ07;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:48:20;INV/QRM/4B1VJ6/260430/28VOGSBR;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:45:26;INV/QRM/4B1VJ6/260430/28NIPQ7X;25500;0;25500;25500;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:42:42;INV/QRM/4B1VJ6/260430/28FM58P2;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:37:20;INV/QRM/4B1VJ6/260430/2814970K;2000;0;2000;2000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:24:24;INV/QRM/4B1VJ6/260430/2714F68B;38000;0;38000;38000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:22:48;INV/QRM/4B1VJ6/260430/26W82AIS;86000;0;86000;86000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 10:22:23;INV/QRM/4B1VJ6/260430/26VJQ3UU;82000;0;82000;82000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 09:28:55;INV/QRM/4B1VJ6/260430/1ZNBCYUP;18000;0;18000;18000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 09:22:37;INV/QRM/4B1VJ6/260430/1Z65HCD2;18000;0;18000;18000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 09:21:29;INV/QRM/4B1VJ6/260430/1Z35EXY2;15000;0;15000;15000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 2;2026-04-30 08:59:57;INV/QRM/4B1VJ6/260430/1UBPWC4C;15000;0;15000;15000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
