Nama Merchant;Tanggal Transaksi;Nomor Transaksi;Nominal Transaksi;Tip;Harga;Total Terbayar;MDR;Tipe QR;Terminal;Issuer;Nomor Tagihan;No. Referensi Tagihan;Status;Status Pelimpahan Dana
Warung FIFGROUP 1;2026-05-06 10:09:42;INV/QRM/4B1VJ5/260506/25VYC0OP;11000;0;11000;11000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-06 10:05:27;INV/QRM/4B1VJ5/260506/25KFOZ98;11000;0;11000;11000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-06 09:01:39;INV/QRM/4B1VJ5/260506/1XJVRF43;20000;0;20000;20000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 16:59:48;INV/QRM/4B1VJ5/260505/3K1OG9OY;27000;0;27000;27000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 16:17:36;INV/QRM/4B1VJ5/260505/3GSOODQT;20500;0;20500;20500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 16:06:59;INV/QRM/4B1VJ5/260505/3FYRTK3Q;15000;0;15000;15000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 16:03:34;INV/QRM/4B1VJ5/260505/3FPQMVAV;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 13:36:30;INV/QRM/4B1VJ5/260505/2V3Y71KW;10000;0;10000;10000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 13:35:52;INV/QRM/4B1VJ5/260505/2V1SYCXW;5000;0;5000;5000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 13:35:27;INV/QRM/4B1VJ5/260505/2V132KLM;20000;0;20000;20000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 13:05:48;INV/QRM/4B1VJ5/260505/2SQCXJ2A;40000;0;40000;40000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 10:34:43;INV/QRM/4B1VJ5/260505/27TFGJ8J;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-05 08:22:53;INV/QRM/4B1VJ5/260505/1RGTWF14;23000;0;23000;23000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 18:20:46;INV/QRM/4B1VJ5/260504/3WGUB4BX;23000;0;23000;23000;0;STATIC;A001;BANK_JAGO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 17:17:10;INV/QRM/4B1VJ5/260504/3OHQR6P3;23000;0;23000;23000;0;STATIC;A001;SEABANK;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 13:53:11;INV/QRM/4B1VJ5/260504/2WENYUYE;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 12:17:20;INV/QRM/4B1VJ5/260504/2LX4RWKX;2500;0;2500;2500;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 11:59:57;INV/QRM/4B1VJ5/260504/2HH14IFU;15000;0;15000;15000;0;STATIC;A001;SEABANK;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 11:23:46;INV/QRM/4B1VJ5/260504/2EOQ9YCD;10000;0;10000;10000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 11:14:42;INV/QRM/4B1VJ5/260504/2DZM1V9K;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 11:07:34;INV/QRM/4B1VJ5/260504/2DFY97V9;59000;0;59000;59000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 10:56:18;INV/QRM/4B1VJ5/260504/29HUGHTS;33000;0;33000;33000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 10:24:47;INV/QRM/4B1VJ5/260504/271RTLYF;23000;0;23000;23000;0;STATIC;A001;BANK_JAGO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 10:19:37;INV/QRM/4B1VJ5/260504/26NL34UB;23000;0;23000;23000;0;STATIC;A001;BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-05-04 10:16:39;INV/QRM/4B1VJ5/260504/26FBPXWY;18000;0;18000;18000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 21:16:36;INV/QRM/4B1VJ5/260430/4JAS4SXL;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 18:44:43;INV/QRM/4B1VJ5/260430/3YBF7CD8;53000;0;53000;53000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 16:07:50;INV/QRM/4B1VJ5/260430/3G1ADWP0;18000;0;18000;18000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 15:54:26;INV/QRM/4B1VJ5/260430/3BXEDAXC;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 15:24:28;INV/QRM/4B1VJ5/260430/39M4Y3QM;40000;0;40000;40000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 14:41:00;INV/QRM/4B1VJ5/260430/336S31XG;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 14:30:24;INV/QRM/4B1VJ5/260430/32CW8PLW;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 14:17:02;INV/QRM/4B1VJ5/260430/31C6IBND;23000;0;23000;23000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 12:28:33;INV/QRM/4B1VJ5/260430/2MS1TKON;35000;0;35000;35000;0;STATIC;A001;SEABANK;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 12:26:21;INV/QRM/4B1VJ5/260430/2MM5MEBB;15000;0;15000;15000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 12:22:47;INV/QRM/4B1VJ5/260430/2MBRASBH;69000;0;69000;69000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 12:21:40;INV/QRM/4B1VJ5/260430/2M8SAHOU;75000;0;75000;75000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 12:05:35;INV/QRM/4B1VJ5/260430/2L07ZYET;23000;0;23000;23000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:53:21;INV/QRM/4B1VJ5/260430/2GZDMMRE;58000;0;58000;58000;0;STATIC;A001;PERMATA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:51:24;INV/QRM/4B1VJ5/260430/2GTWBYFI;15000;0;15000;15000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:47:01;INV/QRM/4B1VJ5/260430/2GI5NT3Z;35000;0;35000;35000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:36:52;INV/QRM/4B1VJ5/260430/2FP0L6UG;35000;0;35000;35000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:35:40;INV/QRM/4B1VJ5/260430/2FLW8MD0;35000;0;35000;35000;0;STATIC;A001;DIGITAL_BCA;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:34:18;INV/QRM/4B1VJ5/260430/2FII1GXA;72000;0;72000;72000;0;STATIC;A001;93600472;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:32:00;INV/QRM/4B1VJ5/260430/2FCGA237;61000;0;61000;61000;0;STATIC;A001;BANK_JAGO;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:27:25;INV/QRM/4B1VJ5/260430/2EZ9C3U2;2000;0;2000;2000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:23:56;INV/QRM/4B1VJ5/260430/2EP0XVLA;5000;0;5000;5000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:23:26;INV/QRM/4B1VJ5/260430/2EO62HY1;6000;0;6000;6000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:21:28;INV/QRM/4B1VJ5/260430/2EIO2R93;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:20:01;INV/QRM/4B1VJ5/260430/2EF5O67F;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 11:19:30;INV/QRM/4B1VJ5/260430/2ED6O29P;2500;0;2500;2500;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
Warung FIFGROUP 1;2026-04-30 10:41:09;INV/QRM/4B1VJ5/260430/28BXO8M0;4000;0;4000;4000;0;STATIC;A001;ASTRAPAY;;;BERHASIL;DALAM PROSES
